"id","label","text"
"1fc637f0-5df7-4039-9ea7-4b1c9900e859",1,"They repeat this mantra even though it flatly contradicts another of their favorite talking points — namely, that the Border Patrol has experienced record numbers of encounters with would-be crossers.”"
"3ca16897-a6f8-4a55-8a3e-8a28597fac6e",0,"DeSantis, in September, arranged for planes of migrants to be sent to Martha’s Vineyard, Massachusetts."
"25789c34-6b76-487f-bd57-20ab0e803149",0,"New York City and Philadelphia experienced overnight temperatures as low as 7F or 8F."
"260d60a0-e3d0-4f68-894a-ee0ba9078d09",1,"If the border were truly open, the Border Patrol would not be apprehending anyone, right?"
"4c6595e8-6e62-4cb0-a46d-97c52b3cdf57",0,"Charen writes, “It isn’t that Abbott didn’t anticipate the coming weather…."
"6b77ef25-0942-43eb-be4d-feec8358d781",0,"Very cold temperatures were awaiting them when they made it to the Northeastern Corridor; Washington, D.C.’s high was only 22F on December 24."
"2056ddc9-d3db-464a-a451-52d13e40b13f",1,"The two Republican governors are in a heartlessness duel."
"2f19c80c-dd80-4cfc-9fb9-0ec344d6f44c",1,"But that’s not what the governors of Florida and Texas are demanding."
"277e118d-4171-4795-a174-b9097b650f00",0,"Many are repeat crossers."
"689211ca-2c0a-46b1-87d5-82e30e70f15e",1,"They and their right-wing media claque are saying that immigrants are clamoring for admission to the United States only because President Biden has an ‘open borders’ policy…."
"df770de7-3933-441a-9818-4a40fbe99c0d",1,"Like fellow Republican and Florida Gov. Ron DeSantis, Texas Gov. Greg Abbott has found a way to thumb his nose at Democrats: sending migrants to northern U.S. states — a political stunt that, critics say, recalls southern segregationists of the 1950s and 1960s who would send busses of African-Americans to New York City, Philadelphia or Boston to live."
"470417b6-d533-4ecb-aae7-cc0c9349c16d",1,"When, in a similar attention-seeking stunt, Gov. Ron DeSantis flew a planeload of asylum seekers to Martha’s Vineyard, it was at least in September."
"c6cdd519-2b85-4357-9708-7c8da6f07f49",1,"They’d be standing aside and waving them on in."
"41b55e9b-4f73-43a4-a0a2-b3e2a26f5f99",1,"In fact, the constant GOP refrain about the border being ‘open’ may actually be aggravating the problem by disseminating the impression around the globe that it’s worth making the attempt to get into the United States.”"
"5f2aaa14-f67a-437c-99ee-76a6385410db",0,"The columnist writes, “There was a big jump in border encounters under the Trump Administration as well…."
"a436d8e5-b96b-46da-aa34-fb6bfb4a9ed5",0,"Several restaurants donated food.”"
"377e56bd-bffd-4728-a303-83ed9ec3f878",1,"Not only are they deceiving their audience, they are coarsening it by inviting them to enjoy the suffering of others.”"
"f4ea4bd5-ebb9-4cf5-a1b3-a7db2f954639",0,"The conservative columnist, who hosts the “Beg to Differ” podcast for The Bulwark, stresses that the U.S. needs sensible immigration reform — not “cruel stunts.”"
"2175b0da-c160-45c7-bc54-2f0bf7b774d6",1,"Although DeSantis and Abbott’s stunts are popular with the MAGA crowd, not everyone on the right is applauding."
"444852d2-fbed-4a09-8b7a-11fe67067ba5",1,"Veteran conservative columnist and former Nancy Reagan speechwriter Mona Charen, in a scathing article published by The Bulwark on December 27, lambasts Abbott for his “cruelty.”"
"32ada335-29e1-4b67-9088-4aa7cbd7d886",0,"The “complicated reality,” Charen observes, is that “it is not Biden’s fault that so many people want to come to the United States.”"
"ec2e9610-3ec4-4811-8ad9-0450886d6cdd",1,"To treat human beings as props when there’s a real danger of exposure increases the cruelty quotient."
"ecb55402-0e02-4d82-842b-42f75d4e4621",0,"According to Charen, Abbott has sent 8700 migrants to Washington, D.C. in 2022, while “another 6500 have been bused to New York, Chicago and Philadelphia.”"
"d22b31ea-9346-4899-97cf-f5390205822a",1,"And yet, the governor of Texas nonetheless decided to dump another 130 men, women and children — some wearing just t-shirts — on the doorstep of Vice President Kamala Harris’ official residence."
"768e9581-d433-4bf7-ba4e-749da006a016",1,"People want to come here because: (1) So many nations around the globe are hellish and a number of those are within walking distance, (2) This is a place where people with a good work ethic can get ahead and enjoy the blessings of liberty, (3) Our immigration laws and rules are confusing."
"f11bc1ee-be25-4bc5-8bab-5e0d92da2a51",1,"Our politics (are) poisoned by the demagogues who speak of immigrants as ‘invaders’ and warn of catastrophe if we don’t close our border."
"8a358eea-28eb-4059-8a9c-90dcc1749668",1,"But without that intervention, we must assume that the bus drivers were under instructions to leave them there, in a residential neighborhood on a frigid night, wearing only light clothing, not speaking the language, and having no idea where they were.”"
"2f316bc8-0da3-4735-b220-80ac420f2719",0,"And before Christmas, Abbott arranged for busses of migrants — many of them from Latin America — to be sent to Vice President Kamala Harris’ home in the Washington, D.C. area."
"f8651b5e-5764-4196-bca6-3c75d12ca59f",0,"“On Christmas Eve in Washington, D.C.,” Charen explains, “the temperature plunged to 15 degrees Fahrenheit, the coldest on record.…"
"27dda95b-3705-401b-aedc-651a78e816a3",0,"Three buses arrived between 8 and 10 p.m., and thanks to the work of Migrant Solidarity Mutual Aid Network, the dazed and confused migrants were offered blankets and conveyed to local churches."
"4bd85b0c-8ef0-4dc9-bda1-ff2a06111ea9",0,"The former Reagan White House speechwriter, now 65, continues, “So, the immigrants were OK."
"bf4e809d-7503-4960-a32e-e6cdf43a0664",0,"“Yes, this country is being swamped by would-be immigrants, and a mature polity would address the problem with sensible reforms,” Charen argues. “"
"dbadc3d6-66e7-487b-9c23-6f3e9b3965da",0,"Charen adds, “The (U.S. Customs and Border Protection) reports that agents had 2.2 million encounters with illegal border crossers in fiscal year 2022 — a new record."
"cfbeb19b-02f0-4dd8-a157-2c17d1a8e872",1,"Those segregationists were fond of saying that if northern liberals liked integration so much, they would gladly send southern Blacks their way."
"cfd7cbff-8c57-45d5-9f82-e4aaba9af6bf",1,"Those who object that immigrants are ‘breaking into our country’ as a burglar breaks into a home are dead wrong…."
"c1452e5e-b08e-48cf-bad4-d5913fdb1690",1,"Perhaps the next step will be to shoot would-be migrants in the legs as Trump demanded in 2019.”"
"0067b2ec-c2c5-4af5-bd2c-b4fd44931f5c",1,"But the Camp Fire of 2018 was something different—the sky above Norr's neighborhood glowed an angry orange for weeks, and she and her then-2-year-old could scarcely leave the house for fear of inhaling the thick miasma of smoke."
"9823a524-e0ea-4890-b887-226491068580",0,"Clayton told The Daily Beast that in addition to the millions of people who experience direct climate trauma, millions more suffer from indirect anxiety and depression brought on by climate change."
"01293af8-8f73-4d1f-a0ea-2d430c7e82e6",1,"Over four years later, she and her daughter are coping with the lingering trauma from the wildfire’s apocalyptic smog, heat, and destruction."
"f37b4e45-9b01-45b0-89ea-e8fd0ea925b6",0,"However, much of the research into climate-related health impacts has, historically, focused on its direct physical manifestations."
"3a74b49d-3083-4938-994d-6fa7a141c06d",0,"We also need to figure out how people are dealing with it, and how we can make that better.”"
"04b89f25-e54a-4ed8-858f-9729866e3cb4",0,"Increasingly, psychologists have begun recommending that folks fight climate anxiety and trauma by simply getting out into nature, a strategy known as “eco therapy.”"
"5430d44c-d43e-4f47-b1f2-f910e30642bf",0,"It’s definitely going to be something that we would want to understand much better and develop resiliency tools for,” Jyoti Mishra, a computational neurobiologist at the University of California, San Diego and co-author of the paper, told The Daily Beast."
"64e43ba6-7cfd-4458-b70e-831b04f1fc6c",0,"Wood has found some relief in this practice as well. “"
"c0901971-495e-4930-9b01-0270aaf6709e",0,"However, Mishra and her co-authors believe that these changes in cognition represent a diagnosis that isn’t currently listed in the DSM-5. “"
"f739ca0c-ae51-41d9-b7a9-1feba3aecee1",0,"Those with the most anxiety tend to skew younger, less white, and less wealthy."
"b5ac35ca-8f5c-45d7-a154-a1d00e958999",0,"“It is a crisis."
"584b8bd4-3dcb-433e-83c9-e65314f4fb46",0,"There’s good evidence for its effectiveness; studies have shown, for example, that taking a 50-minute walk in the woods improves the cognitive powers of people with depression and reduces blood pressure in stressed-out students."
"141ed72c-fabf-4de9-898b-7d25edf118df",0,"One strategy that Wood employs is to limit her doom scrolling exposure."
"b88f8be6-60e8-496f-87e3-ae37b12f6842",0,"Those survivors had to expend more effort to concentrate on simple tasks, a symptom consistent with PTSD."
"2776ff19-939f-4ba0-8dfa-47bc1f3426f7",0,"Even a relaxing walk through her local park can be a minefield—last summer, the scent rising from a neighborhood cookout triggered so much anxiety that she had to go home. “"
"2fd72736-c2a5-47c5-8ddc-39d5be9cc014",0,"We can’t ignore the emotional and psychological toll that our changing climate exacts, Mishra said. “"
"313d7487-7a9d-4fa8-8420-84383d569350",0,"Norr is a longtime resident of California’s Bay Area and no stranger to wildfires."
"28cdfe84-0027-4c92-ac79-a1b8b829a18e",0,"And they aren’t alone."
"45ef5c3a-b7c9-4f88-8ee8-8564ec0397f5",0,"But as Norr discovered on her walk last summer, eco therapy can become complicated for people with more acute climate trauma."
"32e4a4ed-2349-4b76-afe6-c7872108211f",0,"The UC San Diego team found that people who had first-hand exposure to the wildfire had lingering changes to their cognitive functions relative to the other two groups, even a year later."
"de07804e-2dc0-49ab-9cce-027d161b6e51",0,"A third of the participants were indirectly affected by the wildfires, while one-third had managed to avoided direct impacts to their health and livelihoods."
"1c44bd3f-7fad-4bf2-813f-e638174bd1d6",1,"This is a part of the climate conversation that often gets lost underneath the discussions around carbon emissions and changing weather, activism to spur new policies, and technological solutions to help lower global temperatures accordingly."
"ff8b204f-82d8-4903-9ad1-3ed32e5bf8e8",0,"“People are traumatized by the very environment that is soothing otherwise,” said Jyoti."
"87fa9974-4430-4d6e-a443-ef3296a9bdd2",0,"This helps cultivate a sense of resilience, allowing her to focus on small steps she can take rather than becoming overwhelmed by the scope of the problem."
"4e639515-13ee-4020-ad7d-c9edae448f77",0,"But for the first time, a new study, published today in PLOS Biology, has revealed the lasting impacts of climate trauma on brain function. “"
"2df484f4-43d5-4081-b831-39d93c4b5fe4",0,"For events like wildfires encouraged by hotter and drier conditions, for example, public health experts have been zeroing on effects like heat stroke and lung damage from smoke inhalation."
"15ca1450-d8d7-4370-88bb-c3084772b3fb",0,"I was like, ‘Oh, my god, I can’t be here,’” she told The Daily Beast."
"7bddf68c-d032-423e-aad1-cd8e81ff600a",0,"Mishra and her team evaluated 75 California residents, about one-third of whom had directly experienced California’s devastating 2018 Camp Fire—the most destructive wildfire in the state’s history at the time."
"8d3d23fe-99c6-44e0-ab98-d4ff67b3548a",1,"So the question is, how can folks manage overwhelming grief and anxiety of just existing in an ever-warming world?"
"d316b355-949c-440d-a47b-d66543c448cc",0,"Some experts estimate that one in five Americans have experienced climate-related trauma—a number that will only grow as the planet continues to warm."
"6daac138-1380-457d-a99b-991bf115de08",0,"But, she told The Daily Beast, she tries to read stories about climate solutions as much as she can."
"32ce920b-8fab-4a3c-81a5-6cfcc343a309",0,"But research like Clayton’s and Jyoti’s is an important first step—raising awareness of climate trauma and eco anxiety is crucial to helping mental health professionals figure out better ways to treat it."
"9e831b7d-a581-4781-a183-7fdaa084b712",0,"The human brain is malleable enough to change, but also stubborn enough for very powerful experiences to cause effects that last a long time."
"a6307120-262f-4021-b83e-64d419f6fbb2",0,"Nearly 78 percent of Americans report experiencing concern about the climate, with almost 50 percent expressing a high level of alarm."
"dfbbdd5d-0735-4304-b91f-6ec65e8ef9db",0,"This is not exactly PTSD,” she said, “It’s a new kind of trauma.”"
"37dc804f-4f1e-4a59-940f-ca5394183872",0,"Sarah Norr still can’t stand the smell of smoke."
"71800282-703e-4d12-8557-73cbe3ad38ba",0,"“Certainly it’s a problem that merits attention,” said Susan Clayton, a conservation psychologist at the College of Wooster in Ohio, who was not involved in the study."
"ac0c494a-5373-44b6-9af4-95d10e98a930",0,"And crises are bad for people’s mental health,” said Alaina Wood, a climate communicator based in Johnson City, Tennessee."
"8cd40a7c-a459-4684-89fa-ea1fe09986b5",0,"Something as simple as a strong wind or the scent of fire might stir up anxiety-inducing memories."
"95aecd51-817e-4987-9777-0ab0dacd83c3",0,"Just sitting outside for like fifteen minutes a day really helps ground me, but also helps me recognize that nature is still here, and it’s worth fighting for,” she said."
"c747f522-86db-49a4-9eb1-b4765ddb995f",0,"Wood has to maintain a social media presence as part of her job, and she also has to stay up-to-date on the latest climate science."
"cefe1d04-04ee-4b72-a38d-b0aa970c5fb6",0,"Overall, said Clayton, “just strengthening the mental health care system would be helpful.”"
"68c683fd-6286-491c-b719-8052d0020799",0,"While most of the Russian attacks were focused on Bakhmut and other towns and villages in Donetsk province, the statement said Russian forces shelled more than 20 settlements in northern regions near the Russian border: Chernihiv, Sumy and Kharkiv."
"79db9f45-d04f-4722-bb18-17c31d864316",0,"Russian President Vladimir Putin instructed the FSB security service to bolster security in the four regions Moscow claims to have annexed and also to counter espionage and sabotage operations against Russia by Ukraine and the West."
"f33ed079-21e2-4153-b9f7-85621f81b243",0,"""In the Bakhmut sector, the enemy is launching offensive action and is continuously attacking Bakhmut,"" said the regular evening statement by the General Staff of the Ukrainian Armed Forces."
"791bde2d-946e-4264-a761-66f604dfcf77",0,"Ukraine's eastern front line resembles ""a grinding slog"" and Russia is not likely to be able to make significant territorial gains in the near term, the U.S. undersecretary of defense for policy, Colin Kahl, said on Tuesday."
"1e6020eb-5cf1-42cf-a0aa-aa9bb2624d3e",0,"The spring thaw has a history of ruining plans by armies to attack across Ukraine and western Russia, turning roads into rivers and fields into quagmires."
"481367ba-7b8a-42b2-9f04-74f0692c8b16",0,"If it was behind the Kolomna incident, it would be its closest attempted drone strike to the Russian capital."
"0c7e2269-ec4e-41c6-ac48-2e7fe9062009",0,"Russia has replenished its forces with hundreds of thousands of conscripts and has intensified attacks all along the eastern front but at a high cost, says Ukraine, which is expected soon to launch its own counter-offensive."
"ddf6cf70-d003-4e63-b85b-46d0257341c9",0,"The city is on fire, the enemy is pressing."
"15f18601-e0d9-4604-8007-109b0520d1f5",0,"Earlier, Russia's defence ministry also accused Ukraine of launching two attempted drone attacks against two southern Russian regions overnight but said they caused no damage."
"4e4e4aa9-b792-48dd-97c7-d582367783b6",0,"Reuters was not able to verify battlefield reports."
"4aef5adf-e3e5-4ed6-8c67-62837528c2e8",0,"It would open the way to seizing the last remaining urban centres in the Donetsk region, one of four Moscow claims to have annexed."
"cc27a6e9-f13a-4298-984c-b3f18e25a4fe",0,"Russia's state-run RIA news agency released a video clip it said showed Russian Su-25 fighter jets roaring over Bakhmut, which had a pre-war population of around 70,000 but now lies in ruins after months of intense trench warfare."
"39c05a92-efb1-4ea4-b565-7261905ce55e",0,"Russia will never be able to compromise on this, these are important realities,"" Peskov told reporters."
"a52d8d2f-9a42-48be-87d9-c583dcc9060b",0,"Kyiv has so far ruled out talks with Moscow and has demanded that Russian troops withdraw to Ukraine's borders in 1991 - the year the Soviet Union collapsed."
"57fa8c6b-13c0-4861-851b-6e317ae113ea",1,"Everything will be Ukraine..."""
"7e4ebf60-5a53-402c-9928-581a14db79c1",0,"Thus, it is impossible to move forward,"" said Mykola, 59, commander of a Ukrainian front-line rocket launcher battery, watching a tablet screen for coordinates to fire."
"c8cd309b-a044-4332-968e-3772f57c633a",0,"""Despite significant losses, the enemy threw in the most prepared assault units of Wagner, who are trying to break through the defences of our troops and surround the city,"" Colonel General Oleksandr Syrskyi, commander of Ukraine's ground forces, said in a statement."
"104219df-ef41-4e17-b0d7-2597a7c169b1",0,"KYIV, Feb 28 (Reuters) - Russian forces on Tuesday pressed forward their weeks-long drive to encircle and capture the eastern Ukrainian city of Bakhmut, where the Ukrainian military described the attacks as constant."
"f8bf8ab2-4b31-48ef-ac70-929d5060ebad",0,"On Tuesday, the International Criminal Court's top prosecutor Karim Khan was in Ukraine to investigate Russia's campaign of missile and drone attacks on power and other infrastructure that killed hundreds of civilians and left millions with no electricity or water."
"3aaa335c-c9c0-43f4-80a0-82b762e418a3",0,"Ukrainian soldiers in the Donetsk region hunkered in muddy trenches after warmer weather thawed the frozen ground."
"2bb016b7-e114-416f-a95f-7a21f499f3cd",0,"""The constitution of the Russian Federation exists, and cannot be ignored."
"c59fd4ce-a36a-453f-bf9d-5bd6498621fe",0,"Around Bakhmut, Russian troops, including mercenary fighters from the Wagner Group, were trying to cut the Ukrainian defenders' supply lines and force them to surrender or withdraw."
"9efa6a1c-c576-4854-9735-ac27e31ba9ba",0,"""We are glad they are ours,"" says a man in the clip identified as a Wagner fighter, adding the jets helped them ""psychologically""."
"4deeb249-bfb4-435b-9e04-30e301c81dc2",0,"Ukraine does not publicly claim responsibility for attacks inside Russia."
"5157be74-abe6-4fc8-b71f-fd222572950b",0,"Ukrainian aircraft launched three strikes on areas of concentration of Russian forces, the statement said."
"4666cfed-333d-43dc-b1ea-3880f16d1a02",0,"Despite several battlefield setbacks, Russia still controls about a fifth of Ukrainian territory."
"ddfed5a4-17a0-4117-81a1-c5845d01a95c",0,"""Both sides stay in their positions, because as you see, spring means mud."
"95151f95-df2d-4329-b103-57409b1f4c75",0,"He was speaking after a Russian regional governor said a drone had crashed near a natural gas distribution station on Tuesday in an apparent failed attack near the town of Kolomna, just 110 km (68 miles) southeast of Moscow."
"903d0d0f-be8f-4bf1-b067-26ab804ae7b0",0,"An unnamed soldier from Ukraine's 93rd Separate Mechanised Brigade, speaking on the Telegram messaging app as explosions boomed in the background, struck a defiant note: ""February 28, the town of Bakhmut."
"6e340d1d-c4f1-4a65-b083-084dded86944",0,"Kremlin spokesman Dmitry Peskov repeated Moscow's stance that it is open to peace negotiations but Kyiv and its Western allies must accept Russia's annexation of Donetsk, Luhansk, Kherson and Zaporizhzhia regions after referendums last September that most governments said were illegal."
"dddaa979-9d43-48b1-beed-544939591319",0,"Breaking the pot after eating’ is Chinese [for] biting the hand that feeds you”,” wrote CNBC correspondent Eunice Yoon."
"5fc2d470-baee-421f-bc81-0aa1d944e6e3",0,"There’s not a whole lot of details I can share that aren’t classified,” he said."
"91d6df14-e4e6-4140-be49-051ca4cd01b4",0,"Wray did not explain the evidence that had informed the FBI’s conclusion. “"
"090cbf6d-3bea-48f8-9e55-483c870cd978",0,"Some scientists who have studied the origins of the Covid-19 pandemic have pushed back against the endorsement of the lab leak theory by US agencies."
"33031a12-7490-44ec-8315-46b2d2b0648d",0,"The Central Intelligence Agency and another prominent US federal agency still remain undecided about the origins of Covid-19, while the National Intelligence Council and four other agencies have concluded that the virus originated in animals, the Wall Street Journal reported this week."
"ca1ed689-1bda-4196-81fd-1b54a5007b99",0,"Wray’s public comments come at a time of heightened tension between the US and China, after the discovery of a Chinese spy balloon sparked an international controversy, and was used by both Republicans and Democrats to criticize the leadership of the opposing party."
"ef84c2a5-b2a2-4e31-a5b0-eef758dc6032",0,"Wray’s high-profile public comment highlights the divide within the US intelligence community about the origins of the pandemic, with some federal agencies, including the FBI and the Department of Energy, concluding that the Covid-19 virus probably originated from a lab leak in China, while others have concluded that it first spread from infected animals to humans."
"279c40d0-6758-4cd2-bfbb-9940b7f57625",0,"“The FBI has for quite some time now assessed that the origins of the pandemic are most likely a potential lab incident in Wuhan,” Wray told Fox News’ Brett Baier, adding that the assessment was based on research the agency’s analysts, including scientists, had conducted and that “our work related to this continues”."
"73500171-2936-42ed-b5b4-3baf1af89376",0,"Wray’s public endorsement of the lab leak theory runs counter to the conclusions of several prominent scientific studies, as well as the assessments of some other US intelligence agencies."
"7411f598-c659-49a5-815d-24b6a45d9f70",0,"“Two prior studies – one of which I co-authored – demonstrate clearly using multiple lines of evidence that the pandemic emerged into the human population at least twice over an approximately two-week period at or immediately upstream of Huanan market in association with the live animal trade,” Angie Rasmussen, a professor with the University of Saskatchewan in Canada, told the Guardian this week."
"0c7d9a6c-7924-4f0f-a442-3bfe20890f29",0,"CNBC reported that the Global Times used its social media pages to warn Musk not to “break the pot”. “‘"
"3c6cc03c-4db3-4987-ac4c-4464c3f7263d",0,"The energy department also concluded in a classified intelligence report that Covid-19 most likely resulted from a laboratory leak, but made this assessment with “low confidence”, while the FBI reached the same conclusion in 2021 with “moderate confidence”, the Wall Street Journal reported."
"fef7cb27-0e86-417c-b186-5be596528d4f",0,"Scientists have also noted that, unlike peer-reviewed scientific studies, the US intelligence assessments being debated do not provide public transparency about how they reached their conclusions or the evidence they accumulated."
"c3c39fdf-83c9-4646-a00a-2055c093b904",0,"Tesla, Musk’s company, has a huge factory building electric cars in Shanghai, both for the domestic Chinese market – the second-largest outlet for its vehicles – and for export to other countries."
"4b8ac726-6527-4784-b9d5-8044102cee56",0,"China’s Communist party government demonstrated its sensitivity about Covid’s origin, with state-run media outlet the Global Times issuing a warning to Elon Musk not to risk his relationship with China, after he sent tweets discussing the Department of Energy report on the lab leak theory."
"bf030b46-01e2-41f2-aba3-fd571caf5003",0,"Christopher Wray, the FBI director, has weighed in on the debate over the origins of the Covid-19 virus, using an appearance on Fox News to endorse the theory that the virus potentially originated from a leak in a Chinese laboratory."
"45e5d8e3-170b-4257-8d9d-e2dd8175908f",0,"“While I believe the ‘lab leak’ theory a real possibility, I should point out that the [energy department’s] assessment has ‘low confidence’ in that assessment and their assessment did not change the minds of any of the other agencies,” Dr Filippa Lentzos, a reader in science and international security at King’s College London, previously told the Guardian."
"d4ed5b2b-ff76-4dea-a4b1-708ee82141dc",0,"US, congressional Republicans on both committees have parroted talking points identical to the bank industry’s own to defend overdraft fees."
"3cdaaf1e-784c-490a-85b3-dc024dab1a66",1,"Amusingly, Republicans on the House Financial Services Committee also feigned outrage last year about the CFPB’s effort, describing the agency’s actions as an “attack” on the “services Americans rely on.”"
"1b3d997c-a9e7-4643-a1a0-b378125bdd6b",1,"In an era of “fee-flation,” it seems like Americans can’t make a single purchase without junk fees being added at checkout."
"79d7f32c-206c-497b-915f-a9680377cdf3",1,"Putting the ethical issues aside, with the 2024 presidential campaign cycle set to kick into gear, Republicans would be unwise to tie themselves to the cause of defending junk fees."
"c01a05e8-e17d-4de8-9179-449774178915",1,"A timely example is Ticketmaster, an unaccountable corporate giant whose monopoly position in the ticketing industry enables the company to charge exorbitant junk fees."
"e5f3402f-44b5-48ff-8d5b-587ff9be63ac",0,"According to the report, the relevant members of Congress have received over $3 million in career donations from leading banks and industry groups supportive of overdraft fees."
"20ac43e2-03d6-4b56-a3b6-60fa5ff3bc91",0,"In fact, it’s for this very reason that banning junk fees has been a key goal of the Biden administration’s competition agenda announced in his first year in office."
"e68743d3-0f25-4f1b-94bd-72bc70c9826f",1,"From massive fees for consumers who switch internet providers, to concert “service fees” that can reach up to 20 percent of the tickets themselves, American consumers are paying the price for corporate greed."
"07148403-d307-4b95-a6f9-371ee438c8fb",0,"In his State of the Union speech earlier this month, President Joe Biden outlined a number of policies to help working-class Americans, including a ban on predatory junk fees."
"9093d3d7-7442-4fc6-97ff-234f14af68d7",0,"Gendron had streamed live video of the attack on social media after posting a racist screed online detailing his inspiration from other racially motivated mass killings, authorities said."
"3dd85293-c5ca-46e2-8d45-5ec1aea89159",0,"The sentence, which was expected because the state does not employ the death penalty, was given by Erie County Court Judge Susan Eagan."
"7e30f85f-9e5a-45ad-b123-f5a15bce9635",0,"His lawyers have sought a plea deal relating to these in an effort to avoid a possible death sentence."
"8d63ee1e-564a-4443-9f18-c53f121f2b7f",0,"Erie County District Attorney John Flynn and Buffalo Mayor Byron Brown called Gendron's apology too little and too late."
"544d7e1d-289c-49a9-9060-f636604acbff",0,"""I anticipate what he said today was to save his life in federal court,"" Flynn said after the hearing."
"fec41256-6c04-489b-aba8-4397188f42a9",0,"I wish they keep you alive so you have to suffer with the thought of what you did for the rest of your life."""
"1c625512-6292-45c0-9180-ff7d67102166",0,"I shot and killed people because they were Black."""
"a8df446c-7e6b-4b8e-86fa-aae136fe70f0",0,"Gendron's defense attorney, Brian Parker, told a news conference that his client was remorseful."
"cc9e4436-72e1-47ff-847d-5026f9848cbd",0,"Her 72-year-old sister, Katherine Massey, was among those killed."
"2678d8f9-1679-4cec-bf1f-6508c1f22e14",0,"Wearing an orange jumpsuit and glasses, Gendron apologized to the families of his victims, whose ages ranged from 20 to 86, expressing regret for his actions and hope that his crime will not inspire copycat attacks."
"73babd32-aa7b-4a52-a790-7409807bd3ba",0,"While New York state no longer uses capital punishment, Gendron still could receive a death sentence if convicted of pending federal hate crime and firearms charges to which he has pleaded not guilty."
"7820993b-9c94-48ae-b43c-6ab26fdbc6e4",0,"The man pushed Massey Mapps aside and took several running steps toward Gendron before police and attorneys restrained him and led him away."
"20030324-7dd4-432a-8d02-ff1da5bab404",0,"Officers grabbed Gendron and rushed him out of the courtroom."
"38785645-588a-4cbd-b454-c1ee89de608a",0,"In addition to the 10 people who were killed, three others were wounded."
"700a2478-7b71-4615-aeaa-b86b752bef10",0,"I did a terrible thing that day."
"a23814cc-fa00-49fb-a0ca-e6ef9aad7700",0,"Gendron faces 27 federal charges."
"06b830e1-f205-4e5e-9895-b026c4c2cc12",0,"Authorities have said Gendron promoted a racist conspiracy notion that white people are being replaced by minorities in America and elsewhere."
"0ce45e21-d0b6-417c-b488-2d19555a0288",0,"At one point, a man in the courtroom lunged at Payton Gendron, who had pleaded guilty to 15 state charges including murder and terrorism motivated by hate stemming from the May 14 mass shooting in Buffalo, a city of about 277,000 people."
"09e0097d-d14a-4047-8435-28cec60a7538",0,"BUFFALO, Feb 15 (Reuters) - An avowed white supremacist on Wednesday apologized to the families of the 10 Black people he fatally shot last year at a western New York grocery store before being sentenced to life in prison without the possibility of parole during a chaotic and emotional hearing."
